MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,DPH22B,,,,DPH22B,DPH22B,"DPH22B 2"" #2 Phillips Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH22B,,,"Diablo, 2"" #2 Phillips Drive, Bit, Dph22B, DPH22B","2"" #2 PHILLIPS DRIVE - BIT","Diablo Dph22B 2"" #2 Phillips Drive - Bit","Diablo, DPH22B 2"" #2 Phillips Drive - Bit","Diablo Dph22B 2"" #2 Phillips Drive - Bit","Diablo, DPH22B 2"" #2 Phillips Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH235B,,,,DPH235B,DPH235B,"DPH235B 3-1/2"" #2 Phillips - Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH235B,,,"Diablo, 3, 1/2"" #2 Phillips, Drive Bit, Dph235B, DPH235B","3-1/2"" #2 PHILLIPS - DRIVE BIT","Diablo Dph235B 3-1/2"" #2 Phillips - Drive Bit","Diablo, DPH235B 3-1/2"" #2 Phillips - Drive Bit","Diablo Dph235B 3-1/2"" #2 Phillips - Drive Bit","Diablo, DPH235B 3-1/2"" #2 Phillips - Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH26B,,,,DPH26B,DPH26B,"DPH26B 6"" #2 Phillips Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH26B,,,"Diablo, 6"" #2 Phillips Drive, Bit, Dph26B, DPH26B","6"" #2 PHILLIPS DRIVE - BIT","Diablo Dph26B 6"" #2 Phillips Drive - Bit","Diablo, DPH26B 6"" #2 Phillips Drive - Bit","Diablo Dph26B 6"" #2 Phillips Drive - Bit","Diablo, DPH26B 6"" #2 Phillips Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH2R1B,,,,DPH2R1B,DPH2R1B,"DPH2R1B 1"" #2 Phillips Drywall - Screws Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH2R1B,,,"Diablo, 1"" #2 Phillips Drywall, Screws Drive Bit, Dph2R1B, D","1"" #2 PHILLIPS DRYWALL - SCREWS DRIVE","Diablo Dph2R1B 1"" #2 Phillips Drywall - Screws Drive Bit","Diablo, DPH2R1B 1"" #2 Phillips Drywall - Screws Drive Bit","Diablo Dph2R1B 1"" #2 Phillips Drywall - Screws Drive Bit","Diablo, DPH2R1B 1"" #2 Phillips Drywall - Screws Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH31B,,,,DPH31B,DPH31B,"DPH31B 1"" #3 Phillips Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH31B,,,"Diablo, 1"" #3 Phillips Drive, Bit, Dph31B, DPH31B","1"" #3 PHILLIPS DRIVE - BIT","Diablo Dph31B 1"" #3 Phillips Drive - Bit","Diablo, DPH31B 1"" #3 Phillips Drive - Bit","Diablo Dph31B 1"" #3 Phillips Drive - Bit","Diablo, DPH31B 1"" #3 Phillips Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH32B,,,,DPH32B,DPH32B,"DPH32B 2"" #3 Phillips Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH32B,,,"Diablo, 2"" #3 Phillips Drive, Bit, Dph32B, DPH32B","2"" #3 PHILLIPS DRIVE - BIT","Diablo Dph32B 2"" #3 Phillips Drive - Bit","Diablo, DPH32B 2"" #3 Phillips Drive - Bit","Diablo Dph32B 2"" #3 Phillips Drive - Bit","Diablo, DPH32B 2"" #3 Phillips Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPH335B,,,,DPH335B,DPH335B,"DPH335B 3-1/2"" #3 Phillips - Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DPH335B,,,"Diablo, 3, 1/2"" #3 Phillips, Drive Bit, Dph335B, DPH335B","3-1/2"" #3 PHILLIPS - DRIVE BIT","Diablo Dph335B 3-1/2"" #3 Phillips - Drive Bit","Diablo, DPH335B 3-1/2"" #3 Phillips - Drive Bit","Diablo Dph335B 3-1/2"" #3 Phillips - Drive Bit","Diablo, DPH335B 3-1/2"" #3 Phillips - Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DSQ12B,,,,DSQ12B,DSQ12B,"DSQ12B 2"" #1 Square Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DSQ12B,,,"Diablo, 2"" #1 Square Drive Bit, Dsq12B, DSQ12B","2"" #1 SQUARE DRIVE BIT","Diablo Dsq12B 2"" #1 Square Drive Bit","Diablo, DSQ12B 2"" #1 Square Drive Bit","Diablo Dsq12B 2"" #1 Square Drive Bit","Diablo, DSQ12B 2"" #1 Square Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DSQ22B,,,,DSQ22B,DSQ22B,"DSQ22B 2"" #2 Square Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DSQ22B,,,"Diablo, 2"" #2 Square Drive Bit, Dsq22B, DSQ22B","2"" #2 SQUARE DRIVE BIT","Diablo Dsq22B 2"" #2 Square Drive Bit","Diablo, DSQ22B 2"" #2 Square Drive Bit","Diablo Dsq22B 2"" #2 Square Drive Bit","Diablo, DSQ22B 2"" #2 Square Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DSQ26B,,,,DSQ26B,DSQ26B,"DSQ26B 6"" #2 Square Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DSQ26B,,,"Diablo, 6"" #2 Square Drive Bit, Dsq26B, DSQ26B","6"" #2 SQUARE DRIVE BIT","Diablo Dsq26B 6"" #2 Square Drive Bit","Diablo, DSQ26B 6"" #2 Square Drive Bit","Diablo Dsq26B 6"" #2 Square Drive Bit","Diablo, DSQ26B 6"" #2 Square Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DSQ32B,,,,DSQ32B,DSQ32B,"DSQ32B 2"" #3 Square Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DSQ32B,,,"Diablo, 2"" #3 Square Drive Bit, Dsq32B, DSQ32B","2"" #3 SQUARE DRIVE BIT","Diablo Dsq32B 2"" #3 Square Drive Bit","Diablo, DSQ32B 2"" #3 Square Drive Bit","Diablo Dsq32B 2"" #3 Square Drive Bit","Diablo, DSQ32B 2"" #3 Square Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT102B,,,,DT102B,DT102B,"DT102B 2"" #10 Torx Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT102B,,,"Diablo, 2"" #10 Torx Drive Bit, Dt102B, DT102B","2"" #10 TORX DRIVE BIT","Diablo Dt102B 2"" #10 Torx Drive Bit","Diablo, DT102B 2"" #10 Torx Drive Bit","Diablo Dt102B 2"" #10 Torx Drive Bit","Diablo, DT102B 2"" #10 Torx Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT152B,,,,DT152B,DT152B,"DT152B 2"" #15 Torx Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT152B,,,"Diablo, 2"" #15 Torx Drive Bit, Dt152B, DT152B","2"" #15 TORX DRIVE BIT","Diablo Dt152B 2"" #15 Torx Drive Bit","Diablo, DT152B 2"" #15 Torx Drive Bit","Diablo Dt152B 2"" #15 Torx Drive Bit","Diablo, DT152B 2"" #15 Torx Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT1535B,,,,DT1535B,DT1535B,"DT1535B 3-1/2"" #15 Torx Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT1535B,,,"Diablo, 3, 1/2"" #15 Torx Drive, Bit, Dt1535B, DT1535B","3-1/2"" #15 TORX DRIVE - BIT","Diablo Dt1535B 3-1/2"" #15 Torx Drive - Bit","Diablo, DT1535B 3-1/2"" #15 Torx Drive - Bit","Diablo Dt1535B 3-1/2"" #15 Torx Drive - Bit","Diablo, DT1535B 3-1/2"" #15 Torx Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT202B,,,,DT202B,DT202B,"DT202B 2"" #20 Torx Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT202B,,,"Diablo, 2"" #20 Torx Drive Bit, Dt202B, DT202B","2"" #20 TORX DRIVE BIT","Diablo Dt202B 2"" #20 Torx Drive Bit","Diablo, DT202B 2"" #20 Torx Drive Bit","Diablo Dt202B 2"" #20 Torx Drive Bit","Diablo, DT202B 2"" #20 Torx Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT2035B,,,,DT2035B,DT2035B,"DT2035B 3-1/2"" #20 Torx Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT2035B,,,"Diablo, 3, 1/2"" #20 Torx Drive, Bit, Dt2035B, DT2035B","3-1/2"" #20 TORX DRIVE - BIT","Diablo Dt2035B 3-1/2"" #20 Torx Drive - Bit","Diablo, DT2035B 3-1/2"" #20 Torx Drive - Bit","Diablo Dt2035B 3-1/2"" #20 Torx Drive - Bit","Diablo, DT2035B 3-1/2"" #20 Torx Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT206B,,,,DT206B,DT206B,"DT206B 6"" #20 Torx Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT206B,,,"Diablo, 6"" #20 Torx Drive Bit, Dt206B, DT206B","6"" #20 TORX DRIVE BIT","Diablo Dt206B 6"" #20 Torx Drive Bit","Diablo, DT206B 6"" #20 Torx Drive Bit","Diablo Dt206B 6"" #20 Torx Drive Bit","Diablo, DT206B 6"" #20 Torx Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT252B,,,,DT252B,DT252B,"DT252B 2"" #25 Trox Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT252B,,,"Diablo, 2"" #25 Trox Drive Bit, Dt252B, DT252B","2"" #25 TROX DRIVE BIT","Diablo Dt252B 2"" #25 Trox Drive Bit","Diablo, DT252B 2"" #25 Trox Drive Bit","Diablo Dt252B 2"" #25 Trox Drive Bit","Diablo, DT252B 2"" #25 Trox Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT2535B,,,,DT2535B,DT2535B,"DT2535B 3-1/4"" #25 Torx Drive - Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT2535B,,,"Diablo, 3, 1/4"" #25 Torx Drive, Bit, Dt2535B, DT2535B","3-1/4"" #25 TORX DRIVE - BIT","Diablo Dt2535B 3-1/4"" #25 Torx Drive - Bit","Diablo, DT2535B 3-1/4"" #25 Torx Drive - Bit","Diablo Dt2535B 3-1/4"" #25 Torx Drive - Bit","Diablo, DT2535B 3-1/4"" #25 Torx Drive - Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT256B,,,,DT256B,DT256B,"DT256B 6"" #25 Torx Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT256B,,,"Diablo, 6"" #25 Torx Drive Bit, Dt256B, DT256B","6"" #25 TORX DRIVE BIT","Diablo Dt256B 6"" #25 Torx Drive Bit","Diablo, DT256B 6"" #25 Torx Drive Bit","Diablo Dt256B 6"" #25 Torx Drive Bit","Diablo, DT256B 6"" #25 Torx Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DT302B,,,,DT302B,DT302B,"DT302B 2"" #30 Torx Drive Bit",,,Diablo,Freud Inc (2435),Diablo,Diablo,,DT302B,,,"Diablo, 2"" #30 Torx Drive Bit, Dt302B, DT302B","2"" #30 TORX DRIVE BIT","Diablo Dt302B 2"" #30 Torx Drive Bit","Diablo, DT302B 2"" #30 Torx Drive Bit","Diablo Dt302B 2"" #30 Torx Drive Bit","Diablo, DT302B 2"" #30 Torx Drive Bit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
